Title,Beds,Bath,Area,Address,Type,Price(BDT)
Adopt Your Destination At 800 Sq Ft Flat Which Is Available For Sale In Chanpara,3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2200000
1550 Sq Ft Full Furnished Apartment For Sale,3,3,1550 sqft,"Block F, Bashundhara R-A, Dhaka",Apartment,8000000
"Near Uttara College Flat For Sale In Uttara, Road No 11",3,3,1200 sqft,"Sector 10, Uttara, Dhaka",Apartment,3700000
"Apartment For Sale In Uttara, Near International Education Centre",3,3,2500 sqft,"Sector 7, Uttara, Dhaka",Apartment,5500000
Check This Apartment Up For Sale At Bandartila Near Cepz Central Mosque,2,2,1050 sqft,"CEPZ, Bandartila, 39 No. South Halishahar Ward, Halishahar, Chattogram",Apartment,4700000
At Chawk Bazaar Ready Flat For Sale Close To Darul Ulum Alia Jame Masjid,3,3,1450 sqft,"Chawk Bazar, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,6100000
A Fine 1620 Sq Ft Flat Is Now For Sale Which Is In Aftab Nagar Near East West University,3,3,1620 sqft,"Block A, Aftab Nagar, Dhaka",Apartment,8400000
"An Apartment Of 1654 Sq Ft Is Ready For Sale At Uttara, Sector 18",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7100000
This 800 Sq. Ft Residence Will Ensure Your Good Quality Of Living In Bayazid,2,2,800 sqft,"Momin Bagh R/A, Ali Nagar, Bayazid, Chattogram",Apartment,1700000
"Ready For Move In Check This 650 Sq Ft Home At Sher Shah Suri Road, Mohammadpur Is Up To Sale",2,2,980 sqft,"Mohammadpur, Dhaka",Apartment,1800000
Take A Quick Look At This 800 Sq Ft Flat For Sale In 33 No. Firingee Bazaar Ward,2,2,800 sqft,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3400000
Select This 1654 Sq Ft Flat To Avail A Secured Lifestyle In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8400000
Ready Flat Of 1380 Sq Ft Is Now To Sale In Kallyanpur,3,3,1380 sqft,"Kallyanpur, Mirpur, Dhaka",Apartment,7700000
Take A Look At This Moderate Flat Of 1000 Square Feet Which Is For Sale At Green View Residential Area .,2,2,1000 sqft,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,8300000
"Take This Nice 1500 Sq Ft Apartment In Merul Badda, To Fulfill Your Wish",4,2,1500 sqft,"East Merul Badda, Merul Badda, Badda, Dhaka",Apartment,9000000
Get Your New Home At This 600 Sq Ft Flat Is Up For Sale In Namapara Khilkhet,2,2,980 sqft,"Namapara, Khilkhet, Dhaka",Apartment,3000000
"Remarkable 2 Bedroom Artistically Designed Apartment For Sale In Mohakhali, Wireless Gate.",2,2,980 sqft,"Mohakhali, Dhaka",Apartment,2200000
"Built With Modern Amenities, Check This Flat For Sale Which Is 800 Sq Ft In 33 No. Firingee Bazaar Ward",2,2,800 sqft,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3000000
A Well-Constructed 800 Sq Ft Apartment Is Ready To Sale In Dakshin Kattali,2,2,800 sqft,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,2200000
"To Reside In A Beautiful Apartment, Visit This 750 Sq Ft Flat In Pc Culture Housing",2,2,750 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,2400000
"Experience Better Residential Days By Sale This 1380 Sq Ft Flat In Mirpur, Kallyanpur",3,3,1380 sqft,"Kallyanpur, Mirpur, Dhaka",Apartment,5500000
Acquire This 1540 Sq Ft With 3 Bedrooms Flat Which Is Up For Sale In Uttara 10 .,3,3,1540 sqft,"Sector 10, Uttara, Dhaka",Apartment,7100000
"Enter This 950 Square Feet Flat Up For Sale In Mohammadpur, Mohammadi Housing Ltd.",2,2,950 sqft,"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,2600000
Take This 1800 Sq Ft Residential Flat Vacant For Sale Situated At 9 No. North Pahartali Ward Area Right Close To Bangladesh Television Chatogram Center,3,3,1800 sqft,"Rose Valley Residential Area, 9 No. North Pahartali Ward, Chattogram",Apartment,8100000
Flat For Sale In Tejturi Bazar Near Tejgaon Women'S College.,3,2,1100 sqft,"Tejturi Bazar, Tejgaon, Dhaka",Apartment,7200000
Offering You 1301 Sq Ft Flat For Sale In Nasirabad,3,3,1301 sqft,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,8900000
Remarkable Apartment Of 1300 Sq Ft Is Up For Sale In Kolpolok R/A,3,3,1300 sqft,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Apartment,8100000
"In The Fine Location Of Kolpolok R/A, A 1400 Sq Ft Nice Apartment Is All Set For Sale",3,3,1400 sqft,"Road No 1, Block A, Kolpolok R/A, 18 No. East Bakalia Ward, Bakalia, Chattogram",Apartment,4100000
"An Affordable 1380 Square Feet Apartment Is Up For Sale In Kallyanpur , Very Next To Kallyanpur Girls School And College.",3,3,1380 sqft,"Kallyanpur, Mirpur, Dhaka",Apartment,6300000
Get This 800 Sq Ft Apartment For Sale In Uttar Khan,3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
"Verify This 800 Sq Ft Apartment For Sale In Uttar Khan, Chanpara",3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3100000
Grab This Nice 800 Sq Ft Apartment For Sale In Uttar Khan,3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3100000
View This 800 Sq Ft Apartment For Sale In Uttar Khan,3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2000000
Good News! This 800 Sq Ft Home For Sale In Chanpara Which Can Be Your Next Destination,3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3200000
Let Us Help You To Sale This 800 Sq Ft Apartment Which Is Now Available In Uttar Khan,3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,3000000
Contact Us To Get 800 Sq Ft Home Which Is Now Available In Uttar Khan For Sale,3,2,800 sqft,"Uttar Khan, Dhaka",Apartment,2800000
"An Apartment Is Ready For Sale At Double Mooring, Near Notun Bazar Shahi Jaame Masjid.",2,2,1050 sqft,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,3600000
Get Comfortable In A 1200 Sq Ft Nice Flat For Sale In Halishahar Housing Estate,3,3,1200 sqft,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,7900000
1500 Sq Ft Residential Apartment Is Up For Sale At Uttara,3,3,1500 sqft,"Sector 10, Uttara, Dhaka",Apartment,8100000
"800 Sq Ft Ready Flat For Sale At Bayazid, Kunjachaya Residential Area, Road No 2",2,2,800 sqft,"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,3300000
"Impressively Done 1400 Sq Ft Saleal Residential Flat Is In The Center Of Uttara, Sector 10",3,3,1400 sqft,"Sector 10, Uttara, Dhaka",Apartment,8800000
"Neat And Clean Apartment Of 1600 Sq Ft For Sale In Uttara-10, Sure To Catch Your Eye.",3,3,1600 sqft,"Sector 10, Uttara, Dhaka",Apartment,8500000
"Well Defined And Nice Living Space Of 1500 Sq Ft Is Up For Sale In Sector 10, Uttara",3,3,1500 sqft,"Sector 10, Uttara, Dhaka",Apartment,7400000
A 2 Bedroom And 650 Sq Ft Properly Developed Flat For Sale In Halishahar Housing Estate,2,2,980 sqft,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,2900000
"An Apartment Is Ready For Sale At Uttara, Sector 14.",2,2,900 sqft,"Sector 14, Uttara, Dhaka",Apartment,3600000
"You Will Love To Spend Your Days In This 1200 Square Feet Apartment For Sale In Mirpur, East Shewrapara",3,3,1200 sqft,"East Shewrapara, Mirpur, Dhaka",Apartment,7500000
An Affordable Apartment Is Up For Sale Very Next To Goaltek Jame Masjid,3,2,1200 sqft,"Goaltek, Faydabad, Dakshin Khan, Dhaka",Apartment,6600000
Ready For Move In Check This 850 Sq. Ft Home For Sale Which Is In Bayazid,2,2,850 sqft,"Aturar Depo, Bayazid, Chattogram",Apartment,2500000
900 Sq Ft Apartment For Sale In Hossain Ahmed Para,2,2,900 sqft,"Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",Apartment,1800000
Lovely Apartment Of 860 Sq Ft Is Up For Sale In Hossain Ahmed Para,2,2,860 sqft,"Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",Apartment,2700000
In The Beautiful Neighborhood Close To Halishahar H-Block Jame Mosjid A 1400 Sq. Ft Flat Is Up For Sale,3,2,1400 sqft,"Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,8300000
Ready Convenient Flat Of 1350 Sq Ft Is Up For Sale In Mirpur,3,3,1350 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,7300000
Find Your Desired Home At This 900 Sq Ft Well Featured Flat For Sale At Bakalia,2,2,900 sqft,"K. B. Aman Ali Road, Bakalia, Chattogram",Apartment,3200000
"Draw Your Attention To This 600 Sq Ft Flat For Sale In Mirpur, Middle Paikpara",2,2,980 sqft,"Mirpur, Dhaka",Apartment,2300000
"Checkout The Amazing Facilities Of This 1200 Sq Ft Apartment For Sale In Ashkona College Road, Dakshin Khan",3,3,1200 sqft,"Ashkona, Dakshin Khan, Dhaka",Apartment,4200000
Share Your Happy Moments With Your Favorite People In This 1654 Sq Ft Flat For Sale In Uttara-18,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8900000
Ensure All The Necessary Home Facilities For Your Family In This 1654 Sq Ft Flat For Sale In Rajuk Uttara Apartment Project,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8400000
"Comfortable, Convenient And Well-Constructed 1150 Sq Ft Flat For Sale In Dakshin Khan",3,2,1150 sqft,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,4300000
We Are Calling You To Take A Look Of This 1654 Sq Ft Flat For Sale In Rajuk Uttara Apartment Project,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8500000
"Grab This Nice 1654 Sq Ft Flat In Rajuk Uttara Apartment Project, To Fulfill Your Desire",3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7700000
Celebrate Life Each Day In Your New Apartment Of 1100 Sq Ft At Army Housing Society Road-Dakshin Khan With Your Beloved Family.,3,2,1100 sqft,"Moushair, Dakshin Khan, Dhaka",Apartment,7200000
"1100 Sq Ft Flat For Sale At Shantibag Residential Area, Double Mooring",3,3,1100 sqft,"Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,6100000
Refresh Your Mind By Living In This 1200 Sq Ft Flat For Sale In Mirpur-1,3,3,1200 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,8400000
Get Comfortable In A 1200 Sq Ft Flat For Sale In Shah Ali Bag,3,3,1200 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,6400000
This Vacant Flat Of 1150 Sq Ft Is Up For Sale In Mirpur-1,3,3,1150 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,7000000
"Fulfil Your Residential Goals By Sale This 1200 Sq Ft Flat In Mirpur, Section 1",3,3,1200 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,8000000
"1150 Sq Ft Flat With 3 Bedrooms For Sale In Mirpur, Section 1, Shah Ali Bag",3,3,1150 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,5500000
Move In And Inhabit This 1150 Sq Ft Properly Constructed Apartment For Sale In Shah Ali Bag,3,3,1150 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,4200000
Reside Conveniently In This Well-Constructed 1150 Sq Ft Flat For Sale In Mirpur 1,3,3,1150 sqft,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,4000000
Find Your Desired Apartment At This 1300 Sq Ft Ready Flat For Sale At Enayet Bazaar,3,3,1300 sqft,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,6400000
A Nicely Build 3443 Sq Ft Four-Bed Apartment Is Available For Sale In Baridhara,3,3,3443 sqft,"Block K, Baridhara, Dhaka",Apartment,20000000
Have A Look At This 2000 Sq Ft Property Which Is Up For Sale Located At Gulshan 1 Near To Police Plaza,3,3,2000 sqft,"Gulshan 1, Gulshan, Dhaka",Apartment,70000000
In The Fine Location Of Middle Paikpara A 1250 Sq Ft Apartment Is All Set For Sale Near To Paikpara Central Jame Masjid.,3,3,1250 sqft,"Middle Paikpara, Mirpur, Dhaka",Apartment,5400000
"1450 Sq. Ft Nice Flat In Block C, Bashundhara R-A Is Now For Sale For Family",3,3,1450 sqft,"Block C, Bashundhara R-A, Dhaka",Apartment,9000000
Check This 1250 Sq Ft Apartment For Sale At Double Mooring Nearby Agrabad Balika Bidyalay.,3,3,1250 sqft,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,8700000
This 1200 Sq. Ft Home Will Ensure Your Good Quality Of Living In South Kattali Ward,2,2,1200 sqft,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,3700000
To Get A Trouble Free Life You Can Take This 1654 Sq Ft Flat In Uttara 18 Which Now For Sale,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7500000
A Beautiful Apartment Is Up For Sale At West Sholoshohor Near Mohammadpur Chowdhury Mosque,2,2,900 sqft,"7 No. West Sholoshohor Ward, Chattogram",Apartment,1700000
Elegant Design Flat For Sale Near Diabari In Uttara,3,3,1600 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,7100000
A Convenient 600 Sq Ft Residential Flat Is Prepared To Be Saleed At New Mooring,2,2,980 sqft,"New Mooring, Halishahar, Chattogram",Apartment,2600000
Ready Flat Is Now For Sale In Rajuk Uttara Apartment Project Nearby Ruap Masjid,3,3,1654 sqft,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,8900000
Look At This Beautiful Flat That Is Available For Sale In Halishahar,3,2,1100 sqft,"Halishahar, Chattogram",Apartment,6500000
Majestic House Is Ready For Sale In Baridhara Near New Home Dhaka,4,2,4550 sqft,"Block K, Baridhara, Dhaka",Apartment,70000000
"At Turag, Flat For Sale Close To Dbbl Atm",3,3,1486 sqft,Dhaka,Apartment,5800000
Offering You 1600 Sq Ft Flat To Sale In Double Mooring Near To A. R. Tower,3,3,1600 sqft,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,7200000
Beautiful 1 Bedroom Residential Place For Sale Is Available In 31 No. Alkoron Ward.,2,2,980 sqft,"31 No. Alkoron Ward, Chattogram",Apartment,1900000
Ready For Move In Check This 700 Sq. Ft Apartment For Sale Which Is In Kalachandpur,2,2,700 sqft,"Kalachandpur, Dhaka",Apartment,1600000
800 Square Feet Beautiful Apartment Is For Sale In Mirpur,2,2,800 sqft,"East Shewrapara, Mirpur, Dhaka",Apartment,2900000
We Are Vouching For This 850 Square Feet Apartment Ready To Sale In Uttara-9,2,2,850 sqft,"Sector 9, Uttara, Dhaka",Apartment,1600000
A Reasonable 1200 Sq. Ft Flat Is Available For Sale In Uttara 10,3,3,1200 sqft,"Sector 10, Uttara, Dhaka",Apartment,5000000
Grab This 900 Sq Ft Ready Flat Up For Sale At Bayazid,2,2,900 sqft,"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,3500000
"We Are Offering You This 900 Sq Ft Flat Up For Sale At Bayazid, Kunjachaya Residential Area",2,2,900 sqft,"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,3000000
A Spacious Flat Of 4200 Square Feet Is Up For Sale In Gulshan 1,4,2,4200 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,90000000
Check This Apartment Up For Sale At Uttara Near South Breeze School.,2,2,1000 sqft,"Sector 11, Uttara, Dhaka",Apartment,6600000
"Near Dbbl Atm, 1240 Sq. Ft & 2 Bedroom Flat For Sale In Double Mooring",2,2,1240 sqft,"Mousumi Residential Area, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,4200000
1320 Sq Ft Nice Flat For Sale In Uttara-10,3,2,1320 sqft,"Sector 10, Uttara, Dhaka",Apartment,5600000
1250 Square Feet Apartment Is Available For Sale In Panchlaish Near Panchlaish Thana,3,3,1250 sqft,"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,3900000
Flat For Sale In Uttara Near Sunbeams School,3,3,1985 sqft,"Sector 10, Uttara, Dhaka",Apartment,7700000
An Apartment For Sale Is All Set For You To Settle In Al-Falah Housing Society .,2,2,800 sqft,"Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,3000000
This Home In Mohammad Pur Road Is Up For Sale In A Wonderful Neighborhood,3,3,1250 sqft,"7 No. West Sholoshohor Ward, Chattogram",Apartment,8000000
For Sale 2 Bedroom Flat Is Available In Uttara-13,2,2,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,3400000
"We Have This 1150 Sq Ft Ready Apartment At Double Mooring, Near Halishahar H-Block Jame Mosjid Up For Sale.",3,3,1150 sqft,"Agrabad Golden Complex, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,8900000
"We Have This 850 Sq Ft Ready Apartment At Lal Khan Bazaar, Near Chatogram Police Institution Up For Sale.",2,2,850 sqft,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",Apartment,2000000
"Close To Kalyanpur Girls School And College, A 900 Sq Ft Apartment Is Available For Sale In Mirpur",3,2,900 sqft,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",Apartment,2500000
1124 Sq Ft Flat For Sale In Chandgaon Ward,3,2,1124 sqft,"4 No Chandgaon Ward, Chattogram",Apartment,8300000
Flat For Sale In Uttara Sector 10 Near Uttara Sector 11 Kacha Bazar,3,3,1350 sqft,"Sector 10, Uttara, Dhaka",Apartment,5900000
Flat For Sale In East Nasirabad Near Nasirabad Public School,2,2,950 sqft,"Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,3100000
Flat For Sale In Uttara Sector 13,2,2,950 sqft,"Sector 13, Uttara, Dhaka",Apartment,2000000
Flat Is Up For Sale In Al Falah Housing Society Nearby Police Station,2,2,900 sqft,"Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,3000000
650 Sq Ft Apartment For Sale Near Moddhopara Jame Masjid In Ibrahimpur,2,2,980 sqft,"Ibrahimpur, Dhaka",Apartment,3800000
720 Square Feet Apartment Is Up For Sale Close To Oxford Breeze School & College At Mohammadpur .,2,2,720 sqft,"Mohammadpur, Dhaka",Apartment,1700000
Worthy 900 Sq Ft Nice Home Is Ready To Sale At 33 No. Firingee Bazaar Ward,2,2,900 sqft,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,1900000
With Remarkable Home Features This Flat Is Ready To Sale At Kallyanpur,3,3,1350 sqft,"Kallyanpur, Mirpur, Dhaka",Apartment,6600000
"Available For Saleal Purpose, This 2600 Sq. Ft. Apartment In Baridhara Dohs",3,3,2600 sqft,"Baridhara DOHS, Dhaka",Apartment,20000000
"This Reasonable 1050 Sq Ft Residential Flat Is Ready For Sale At Mirpur, Middle Paikpara",3,2,1050 sqft,"Mirpur, Dhaka",Apartment,7300000
2839 Sq Ft Flat For Sale In Dhanmondi Near Naaz E Noor Hospital (Pvt) Ltd,3,3,2839 sqft,"Dhanmondi, Dhaka",Apartment,30000000
1200 Sq Ft Flat Is Now Vacant To Sale In Double Mooring Close To Play School,2,2,1200 sqft,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,5400000
"Picture Yourself, Residing In This Well Constructed And Planned 1100 Sq Ft Flat In Kallyanpur For Sale, Near Ibn Sina Medical College",3,3,1100 sqft,"Kallyanpur, Mirpur, Dhaka",Apartment,6200000
3584 Sq Ft Apartment Is Up For Sale In Gulshan 2,4,2,3584 sqft,"Gulshan 2, Gulshan, Dhaka",Apartment,30000000
Nice 1700 Sq Ft Apartment Is Available To Sale In Natun Bazar,3,3,1700 sqft,"Madani Avenue, Natun Bazar, Badda, Dhaka",Apartment,7500000
Flat For Sale In Halishahar Near Halishahar Police Station,3,3,1515 sqft,"Road No 3, Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,8800000
Offering You 5200 Sq Ft Residential Building For Sale In Gulshan,5,2,5200 sqft,"Gulshan 2, Gulshan, Dhaka",Building,70000000
2 Bedroom Home Which Will Fulfill Your Desired Is Now Vacant For Sale In Uttara-5.,2,2,1500 sqft,"Sector 5, Uttara, Dhaka",Apartment,7900000
"Perfect For A Family Home, This Apartment Of 750 Sq Ft Is Up For Sale In Nurjahan Road",2,2,750 sqft,"Mohammadpur, Dhaka",Apartment,3800000
Check This 1250 Sq. Ft Flat For Sale Which Is In Middle Monipur,3,3,1250 sqft,"Middle Monipur, Mirpur, Dhaka",Apartment,4300000
This 800 Sq. Ft Flat Is Vacant For Sale In The Location Of Maghbazar Close To Laljan Shahi Jama Masjid.,2,2,800 sqft,"Maghbazar, Dhaka",Apartment,2500000
"Start Residing In This 1336 Sq Ft, Properly Developed Apartment For Sale, In Uttar Badda",3,3,1336 sqft,"Uttar Badda, Badda, Dhaka",Apartment,3600000
Your New Home Is Waiting For You In This Lovely Apartment Of 1250 Sq Ft Is Ready For Sale At Hatirpool,3,3,1250 sqft,"Hatirpool, Dhaka",Apartment,5600000
"An Apartment Ready For Sale At East Rampur, Near Eidgah Balok Sarkari Prathomik Bidyaloy.",3,2,1000 sqft,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3900000
"Properly Constructed Flat For Sale In New Mooring, Near Barister Sultan Ahamed Chowdhury Degree College",2,2,980 sqft,"New Mooring, Halishahar, Chattogram",Apartment,2400000
Ready For Move In Check This 1150 Sq. Ft Flat For Sale Which Is In Bayazid,3,3,1150 sqft,"Shahid Nagar, Bayazid, Chattogram",Apartment,8600000
